Sample Name	Extraction Round	Extraction Date	Month-year
Mmus_C57-6T_LNG_GC_LAR_Rep3_G4		12/11/2018	Dec_2018
Mmus_C57-6T_LNG_GC_LAR_Rep4_G5		12/11/2018	Dec_2018
Mmus_C57-6T_LNG_GC_LAR_Rep5_G6		12/18/2018	Dec_2018
Mmus_C57-6T_LNG_GC_LAR_Rep6_G7		12/18/2018	Dec_2018
Mmus_C57-6T_LNG_GC_LAR_Rep7_G8		1/16/2019	Jan_2019
Mmus_C57-6T_LNG_GC_LAR_Rep8_G9		1/16/2019	Jan_2019
Mmus_C57-6T_LNG_GC_LAR_Rep9_G10		1/17/2019	Jan_2019
Mmus_C57-6T_LNG_FLT_LAR_Rep1_F1		12/6/2018	Dec_2018
Mmus_C57-6T_LNG_FLT_LAR_Rep2_F2		12/6/2018	Dec_2018
Mmus_C57-6T_LNG_FLT_LAR_Rep3_F3		12/11/2018	Dec_2018
Mmus_C57-6T_LNG_FLT_LAR_Rep4_F4		12/11/2018	Dec_2018
Mmus_C57-6T_LNG_FLT_LAR_Rep5_F5		12/18/2018	Dec_2018
Mmus_C57-6T_LNG_FLT_LAR_Rep6_F6		12/18/2018	Dec_2018
Mmus_C57-6T_LNG_FLT_LAR_Rep7_F7		1/16/2019	Jan_2019
Mmus_C57-6T_LNG_FLT_LAR_Rep8_F8		1/16/2019	Jan_2019
Mmus_C57-6T_LNG_FLT_LAR_Rep9_F9		1/17/2019	Jan_2019
Mmus_C57-6T_LNG_FLT_LAR_Rep10_F10		1/17/2019	Jan_2019
Mmus_C57-6T_LNG_BSL_ISS-T_Rep1_B2		12/6/2018	Dec_2018
Mmus_C57-6T_LNG_BSL_ISS-T_Rep2_B3		12/11/2018	Dec_2018
Mmus_C57-6T_LNG_BSL_ISS-T_Rep3_B4		12/11/2018	Dec_2018
Mmus_C57-6T_LNG_BSL_ISS-T_Rep4_B5		12/18/2018	Dec_2018
Mmus_C57-6T_LNG_BSL_ISS-T_Rep5_B6		1/22/2019	Jan_2019
Mmus_C57-6T_LNG_BSL_ISS-T_Rep6_B7		1/16/2019	Jan_2019
Mmus_C57-6T_LNG_BSL_ISS-T_Rep7_B8		1/16/2019	Jan_2019
Mmus_C57-6T_LNG_BSL_ISS-T_Rep8_B9		1/17/2019	Jan_2019
Mmus_C57-6T_LNG_BSL_ISS-T_Rep9_B10		1/17/2019	Jan_2019
Mmus_C57-6T_LNG_GC_ISS-T_Rep1_G1		1/22/2019	Jan_2019
Mmus_C57-6T_LNG_GC_ISS-T_Rep2_G2		1/22/2019	Jan_2019
Mmus_C57-6T_LNG_GC_ISS-T_Rep3_G3		12/11/2018	Dec_2018
Mmus_C57-6T_LNG_GC_ISS-T_Rep4_G4		1/22/2019	Jan_2019
Mmus_C57-6T_LNG_GC_ISS-T_Rep5_G5		12/18/2018	Dec_2018
Mmus_C57-6T_LNG_GC_ISS-T_Rep6_G6		12/18/2018	Dec_2018
Mmus_C57-6T_LNG_GC_ISS-T_Rep7_G7		1/16/2019	Jan_2019
Mmus_C57-6T_LNG_GC_ISS-T_Rep8_G8		1/16/2019	Jan_2019
Mmus_C57-6T_LNG_GC_ISS-T_Rep9_G9		1/17/2019	Jan_2019
Mmus_C57-6T_LNG_GC_ISS-T_Rep10_G10		1/17/2019	Jan_2019
Mmus_C57-6T_LNG_FLT_ISS-T_Rep1_F1		1/22/2019	Jan_2019
Mmus_C57-6T_LNG_FLT_ISS-T_Rep2_F2		12/6/2018	Dec_2018
Mmus_C57-6T_LNG_FLT_ISS-T_Rep3_F3		1/22/2019	Jan_2019
Mmus_C57-6T_LNG_FLT_ISS-T_Rep4_F4		12/11/2018	Dec_2018
Mmus_C57-6T_LNG_FLT_ISS-T_Rep5_F5		12/11/2018	Dec_2018
Mmus_C57-6T_LNG_FLT_ISS-T_Rep6_F6		1/22/2019	Jan_2019
Mmus_C57-6T_LNG_FLT_ISS-T_Rep7_F7		1/22/2019	Jan_2019
Mmus_C57-6T_LNG_FLT_ISS-T_Rep8_F8		1/16/2019	Jan_2019
Mmus_C57-6T_LNG_FLT_ISS-T_Rep9_F9		1/16/2019	Jan_2019
Mmus_C57-6T_LNG_FLT_ISS-T_Rep10_F10		1/17/2019	Jan_2019
