,ensemble_gene_id
2238,ENSMUSG00000020679
2239,ENSMUSG00000020680
2240,ENSMUSG00000020681
2241,ENSMUSG00000020682
2242,ENSMUSG00000020684
2243,ENSMUSG00000020687
2244,ENSMUSG00000020689
2245,ENSMUSG00000020691
2246,ENSMUSG00000020692
2247,ENSMUSG00000020694
2248,ENSMUSG00000020695
2249,ENSMUSG00000020696
2250,ENSMUSG00000020697
2251,ENSMUSG00000020698
2252,ENSMUSG00000020700
2253,ENSMUSG00000020701
2254,ENSMUSG00000020704
2255,ENSMUSG00000020705
2256,ENSMUSG00000020706
2257,ENSMUSG00000020707
2258,ENSMUSG00000020708
2259,ENSMUSG00000020709
2260,ENSMUSG00000020715
2261,ENSMUSG00000020716
2262,ENSMUSG00000020717
2263,ENSMUSG00000020718
2264,ENSMUSG00000020719
2265,ENSMUSG00000020720
2266,ENSMUSG00000020721
2267,ENSMUSG00000020728
2268,ENSMUSG00000020732
2269,ENSMUSG00000020733
2270,ENSMUSG00000020734
2271,ENSMUSG00000020736
2272,ENSMUSG00000020737
2273,ENSMUSG00000020738
2274,ENSMUSG00000020739
2275,ENSMUSG00000020740
2276,ENSMUSG00000020741
2277,ENSMUSG00000020743
2278,ENSMUSG00000020744
2279,ENSMUSG00000020745
2280,ENSMUSG00000020747
2281,ENSMUSG00000020752
2282,ENSMUSG00000020755
2283,ENSMUSG00000020758
2284,ENSMUSG00000020766
2285,ENSMUSG00000020770
2286,ENSMUSG00000020773
2287,ENSMUSG00000020774
2288,ENSMUSG00000020775
2289,ENSMUSG00000020776
2290,ENSMUSG00000020777
2291,ENSMUSG00000020778
2292,ENSMUSG00000020780
2293,ENSMUSG00000020781
2294,ENSMUSG00000020782
2295,ENSMUSG00000020783
2296,ENSMUSG00000020785
2297,ENSMUSG00000020787
2298,ENSMUSG00000020788
2299,ENSMUSG00000020790
2300,ENSMUSG00000020792
2301,ENSMUSG00000020794
2302,ENSMUSG00000020798
2303,ENSMUSG00000020801
2304,ENSMUSG00000020802
2305,ENSMUSG00000020803
2306,ENSMUSG00000020805
2307,ENSMUSG00000020806
2308,ENSMUSG00000020807
2309,ENSMUSG00000020808
2310,ENSMUSG00000020810
2311,ENSMUSG00000020811
2312,ENSMUSG00000020812
2313,ENSMUSG00000020814
2314,ENSMUSG00000020817
2315,ENSMUSG00000020818
2316,ENSMUSG00000020821
2317,ENSMUSG00000020823
2318,ENSMUSG00000020827
2319,ENSMUSG00000020828
2320,ENSMUSG00000020829
2321,ENSMUSG00000020830
2322,ENSMUSG00000020831
2323,ENSMUSG00000020832
2324,ENSMUSG00000020834
2325,ENSMUSG00000020836
2326,ENSMUSG00000020838
2327,ENSMUSG00000020840
2328,ENSMUSG00000020841
2329,ENSMUSG00000020843
2330,ENSMUSG00000020844
2331,ENSMUSG00000020846
2332,ENSMUSG00000020847
2333,ENSMUSG00000020848
2334,ENSMUSG00000020849
2335,ENSMUSG00000020850
2336,ENSMUSG00000020857
2337,ENSMUSG00000020859
2338,ENSMUSG00000020863
2339,ENSMUSG00000020864
2340,ENSMUSG00000020865
2341,ENSMUSG00000020866
2342,ENSMUSG00000020868
2343,ENSMUSG00000020869
2344,ENSMUSG00000020871
2345,ENSMUSG00000020873
2346,ENSMUSG00000020876
2347,ENSMUSG00000020877
2348,ENSMUSG00000020878
2349,ENSMUSG00000020882
2350,ENSMUSG00000020883
2351,ENSMUSG00000020884
2352,ENSMUSG00000020886
2353,ENSMUSG00000020888
2354,ENSMUSG00000020889
2355,ENSMUSG00000020893
2356,ENSMUSG00000020894
2357,ENSMUSG00000020895
2358,ENSMUSG00000020897
2359,ENSMUSG00000020898
2360,ENSMUSG00000020899
2361,ENSMUSG00000020900
2362,ENSMUSG00000020901
2363,ENSMUSG00000020902
2364,ENSMUSG00000020903
2365,ENSMUSG00000020905
2366,ENSMUSG00000020910
2367,ENSMUSG00000020911
2368,ENSMUSG00000020914
2369,ENSMUSG00000020917
2370,ENSMUSG00000020918
2371,ENSMUSG00000020919
2372,ENSMUSG00000020921
2373,ENSMUSG00000020922
2374,ENSMUSG00000020923
2375,ENSMUSG00000020925
2376,ENSMUSG00000020926
2377,ENSMUSG00000020929
2378,ENSMUSG00000020930
2379,ENSMUSG00000020932
2380,ENSMUSG00000020935
2381,ENSMUSG00000020936
2382,ENSMUSG00000020937
2383,ENSMUSG00000020941
2384,ENSMUSG00000020946
2385,ENSMUSG00000020948
2386,ENSMUSG00000020949
2387,ENSMUSG00000020952
2388,ENSMUSG00000020954
2389,ENSMUSG00000020955
2390,ENSMUSG00000020956
2391,ENSMUSG00000020961
2392,ENSMUSG00000020962
2393,ENSMUSG00000020964
2394,ENSMUSG00000020973
2395,ENSMUSG00000020974
2396,ENSMUSG00000020978
2397,ENSMUSG00000020982
2398,ENSMUSG00000020986
2399,ENSMUSG00000020988
2400,ENSMUSG00000020990
2401,ENSMUSG00000020993
2402,ENSMUSG00000020994
2403,ENSMUSG00000021000
2404,ENSMUSG00000021003
2405,ENSMUSG00000021007
2406,ENSMUSG00000021009
2407,ENSMUSG00000021010
2408,ENSMUSG00000021012
2409,ENSMUSG00000021013
2410,ENSMUSG00000021018
2411,ENSMUSG00000021022
2412,ENSMUSG00000021023
2413,ENSMUSG00000021024
2414,ENSMUSG00000021025
2415,ENSMUSG00000021027
2416,ENSMUSG00000021028
2417,ENSMUSG00000021032
2418,ENSMUSG00000021033
2419,ENSMUSG00000021036
2420,ENSMUSG00000021037
2421,ENSMUSG00000021038
2422,ENSMUSG00000021039
2423,ENSMUSG00000021040
2424,ENSMUSG00000021044
2425,ENSMUSG00000021048
2426,ENSMUSG00000021051
2427,ENSMUSG00000021054
2428,ENSMUSG00000021057
2429,ENSMUSG00000021061
2430,ENSMUSG00000021065
2431,ENSMUSG00000021066
2432,ENSMUSG00000021067
2433,ENSMUSG00000021068
2434,ENSMUSG00000021069
2435,ENSMUSG00000021070
2436,ENSMUSG00000021072
2437,ENSMUSG00000021076
2438,ENSMUSG00000021079
2439,ENSMUSG00000021087
2440,ENSMUSG00000021090
2441,ENSMUSG00000021091
2442,ENSMUSG00000021094
2443,ENSMUSG00000021096
2444,ENSMUSG00000021097
2445,ENSMUSG00000021102
2446,ENSMUSG00000021103
2447,ENSMUSG00000021108
2448,ENSMUSG00000021109
2449,ENSMUSG00000021111
2450,ENSMUSG00000021112
2451,ENSMUSG00000021113
2452,ENSMUSG00000021114
2453,ENSMUSG00000021115
2454,ENSMUSG00000021116
2455,ENSMUSG00000021118
2456,ENSMUSG00000021120
2457,ENSMUSG00000021123
2458,ENSMUSG00000021124
2459,ENSMUSG00000021125
2460,ENSMUSG00000021127
2461,ENSMUSG00000021130
2462,ENSMUSG00000021131
2463,ENSMUSG00000021133
2464,ENSMUSG00000021134
2465,ENSMUSG00000021135
2466,ENSMUSG00000021136
2467,ENSMUSG00000021139
2468,ENSMUSG00000021140
2469,ENSMUSG00000021143
2470,ENSMUSG00000021144
2471,ENSMUSG00000021147
2472,ENSMUSG00000021149
2473,ENSMUSG00000021156
2474,ENSMUSG00000021171
2475,ENSMUSG00000021175
2476,ENSMUSG00000021176
2477,ENSMUSG00000021177
2478,ENSMUSG00000021178
2479,ENSMUSG00000021179
2480,ENSMUSG00000021180
2481,ENSMUSG00000021182
2482,ENSMUSG00000021185
2483,ENSMUSG00000021186
2484,ENSMUSG00000021187
2485,ENSMUSG00000021188
2486,ENSMUSG00000021189
2487,ENSMUSG00000021190
2488,ENSMUSG00000021192
2489,ENSMUSG00000021193
2490,ENSMUSG00000021196
2491,ENSMUSG00000021198
2492,ENSMUSG00000021200
2493,ENSMUSG00000021203
2494,ENSMUSG00000021208
2495,ENSMUSG00000021209
2496,ENSMUSG00000021210
2497,ENSMUSG00000021211
2498,ENSMUSG00000021213
2499,ENSMUSG00000021214
2500,ENSMUSG00000021215
2501,ENSMUSG00000021217
2502,ENSMUSG00000021218
2503,ENSMUSG00000021219
2504,ENSMUSG00000021221
2505,ENSMUSG00000021222
2506,ENSMUSG00000021223
2507,ENSMUSG00000021224
2508,ENSMUSG00000021226
2509,ENSMUSG00000021228
2510,ENSMUSG00000021234
2511,ENSMUSG00000021235
2512,ENSMUSG00000021236
2513,ENSMUSG00000021238
2514,ENSMUSG00000021240
2515,ENSMUSG00000021241
2516,ENSMUSG00000021242
2517,ENSMUSG00000021243
2518,ENSMUSG00000021244
2519,ENSMUSG00000021245
2520,ENSMUSG00000021248
2521,ENSMUSG00000021250
2522,ENSMUSG00000021252
2523,ENSMUSG00000021253
2524,ENSMUSG00000021254
2525,ENSMUSG00000021255
2526,ENSMUSG00000021256
2527,ENSMUSG00000021257
2528,ENSMUSG00000021258
2529,ENSMUSG00000021259
2530,ENSMUSG00000021260
2531,ENSMUSG00000021262
2532,ENSMUSG00000021263
2533,ENSMUSG00000021264
2534,ENSMUSG00000021265
2535,ENSMUSG00000021266
2536,ENSMUSG00000021268
2537,ENSMUSG00000021270
2538,ENSMUSG00000021271
2539,ENSMUSG00000021273
2540,ENSMUSG00000021275
2541,ENSMUSG00000021276
2542,ENSMUSG00000021277
2543,ENSMUSG00000021279
2544,ENSMUSG00000021280
2545,ENSMUSG00000021281
2546,ENSMUSG00000021282
2547,ENSMUSG00000021285
2548,ENSMUSG00000021286
2549,ENSMUSG00000021287
2550,ENSMUSG00000021288
2551,ENSMUSG00000021290
2552,ENSMUSG00000021294
2553,ENSMUSG00000021298
2554,ENSMUSG00000021302
2555,ENSMUSG00000021306
2556,ENSMUSG00000021311
2557,ENSMUSG00000021314
2558,ENSMUSG00000021318
2559,ENSMUSG00000021322
2560,ENSMUSG00000021326
2561,ENSMUSG00000021327
2562,ENSMUSG00000021335
2563,ENSMUSG00000021336
2564,ENSMUSG00000021338
2565,ENSMUSG00000021339
2566,ENSMUSG00000021340
2567,ENSMUSG00000021356
2568,ENSMUSG00000021357
2569,ENSMUSG00000021360
2570,ENSMUSG00000021361
2571,ENSMUSG00000021362
2572,ENSMUSG00000021363
2573,ENSMUSG00000021364
2574,ENSMUSG00000021365
2575,ENSMUSG00000021366
2576,ENSMUSG00000021367
2577,ENSMUSG00000021368
2578,ENSMUSG00000021371
2579,ENSMUSG00000021373
2580,ENSMUSG00000021374
2581,ENSMUSG00000021375
2582,ENSMUSG00000021376
2583,ENSMUSG00000021377
2584,ENSMUSG00000021379
2585,ENSMUSG00000021384
2586,ENSMUSG00000021385
2587,ENSMUSG00000021388
2588,ENSMUSG00000021390
2589,ENSMUSG00000021391
2590,ENSMUSG00000021392
2591,ENSMUSG00000021395
2592,ENSMUSG00000021400
2593,ENSMUSG00000021403
2594,ENSMUSG00000021408
2595,ENSMUSG00000021411
2596,ENSMUSG00000021413
2597,ENSMUSG00000021416
2598,ENSMUSG00000021417
2599,ENSMUSG00000021418
2600,ENSMUSG00000021420
2601,ENSMUSG00000021423
2602,ENSMUSG00000021427
2603,ENSMUSG00000021428
2604,ENSMUSG00000021431
2605,ENSMUSG00000021432
2606,ENSMUSG00000021451
2607,ENSMUSG00000021453
2608,ENSMUSG00000021456
2609,ENSMUSG00000021457
2610,ENSMUSG00000021458
2611,ENSMUSG00000021460
2612,ENSMUSG00000021461
2613,ENSMUSG00000021466
2614,ENSMUSG00000021468
2615,ENSMUSG00000021470
2616,ENSMUSG00000021474
2617,ENSMUSG00000021476
2618,ENSMUSG00000021477
2619,ENSMUSG00000021481
2620,ENSMUSG00000021482
2621,ENSMUSG00000021483
2622,ENSMUSG00000021484
2623,ENSMUSG00000021485
2624,ENSMUSG00000021486
2625,ENSMUSG00000021488
2626,ENSMUSG00000021492
2627,ENSMUSG00000021493
2628,ENSMUSG00000021494
2629,ENSMUSG00000021495
2630,ENSMUSG00000021496
2631,ENSMUSG00000021497
2632,ENSMUSG00000021500
2633,ENSMUSG00000021501
2634,ENSMUSG00000021504
2635,ENSMUSG00000021508
2636,ENSMUSG00000021509
2637,ENSMUSG00000021510
2638,ENSMUSG00000021514
2639,ENSMUSG00000021518
2640,ENSMUSG00000021519
2641,ENSMUSG00000021520
2642,ENSMUSG00000021532
2643,ENSMUSG00000021536
2644,ENSMUSG00000021537
2645,ENSMUSG00000021539
2646,ENSMUSG00000021540
2647,ENSMUSG00000021546
2648,ENSMUSG00000021548
2649,ENSMUSG00000021549
2650,ENSMUSG00000021550
2651,ENSMUSG00000021552
2652,ENSMUSG00000021553
2653,ENSMUSG00000021555
2654,ENSMUSG00000021556
2655,ENSMUSG00000021557
2656,ENSMUSG00000021559
2657,ENSMUSG00000021565
2658,ENSMUSG00000021567
2659,ENSMUSG00000021569
2660,ENSMUSG00000021572
2661,ENSMUSG00000021573
2662,ENSMUSG00000021575
2663,ENSMUSG00000021576
2664,ENSMUSG00000021577
2665,ENSMUSG00000021578
2666,ENSMUSG00000021579
2667,ENSMUSG00000021583
2668,ENSMUSG00000021585
2669,ENSMUSG00000021589
2670,ENSMUSG00000021591
2671,ENSMUSG00000021592
2672,ENSMUSG00000021594
2673,ENSMUSG00000021595
2674,ENSMUSG00000021596
2675,ENSMUSG00000021597
2676,ENSMUSG00000021598
2677,ENSMUSG00000021606
2678,ENSMUSG00000021607
2679,ENSMUSG00000021608
2680,ENSMUSG00000021610
2681,ENSMUSG00000021611
2682,ENSMUSG00000021613
2683,ENSMUSG00000021614
2684,ENSMUSG00000021615
2685,ENSMUSG00000021619
2686,ENSMUSG00000021620
2687,ENSMUSG00000021621
2688,ENSMUSG00000021622
2689,ENSMUSG00000021624
2690,ENSMUSG00000021629
2691,ENSMUSG00000021635
2692,ENSMUSG00000021636
2693,ENSMUSG00000021638
2694,ENSMUSG00000021639
2695,ENSMUSG00000021640
2696,ENSMUSG00000021643
2697,ENSMUSG00000021645
2698,ENSMUSG00000021646
2699,ENSMUSG00000021650
2700,ENSMUSG00000021660
2701,ENSMUSG00000021661
2702,ENSMUSG00000021662
2703,ENSMUSG00000021665
2704,ENSMUSG00000021666
2705,ENSMUSG00000021668
2706,ENSMUSG00000021669
2707,ENSMUSG00000021670
2708,ENSMUSG00000021671
2709,ENSMUSG00000021675
2710,ENSMUSG00000021676
2711,ENSMUSG00000021678
2712,ENSMUSG00000021681
2713,ENSMUSG00000021684
2714,ENSMUSG00000021686
2715,ENSMUSG00000021687
2716,ENSMUSG00000021690
2717,ENSMUSG00000021692
2718,ENSMUSG00000021693
2719,ENSMUSG00000021694
2720,ENSMUSG00000021696
2721,ENSMUSG00000021697
2722,ENSMUSG00000021699
2723,ENSMUSG00000021701
2724,ENSMUSG00000021703
2725,ENSMUSG00000021704
2726,ENSMUSG00000021706
2727,ENSMUSG00000021707
2728,ENSMUSG00000021708
2729,ENSMUSG00000021709
2730,ENSMUSG00000021710
2731,ENSMUSG00000021711
2732,ENSMUSG00000021712
2733,ENSMUSG00000021713
2734,ENSMUSG00000021714
2735,ENSMUSG00000021715
2736,ENSMUSG00000021716
2737,ENSMUSG00000021719
2738,ENSMUSG00000021720
2739,ENSMUSG00000021725
2740,ENSMUSG00000021728
2741,ENSMUSG00000021731
2742,ENSMUSG00000021733
2743,ENSMUSG00000021737
2744,ENSMUSG00000021738
2745,ENSMUSG00000021747
2746,ENSMUSG00000021748
2747,ENSMUSG00000021750
2748,ENSMUSG00000021751
2749,ENSMUSG00000021752
2750,ENSMUSG00000021754
2751,ENSMUSG00000021756
2752,ENSMUSG00000021759
2753,ENSMUSG00000021760
2754,ENSMUSG00000021763
2755,ENSMUSG00000021764
2756,ENSMUSG00000021765
2757,ENSMUSG00000021767
2758,ENSMUSG00000021768
2759,ENSMUSG00000021770
2760,ENSMUSG00000021771
2761,ENSMUSG00000021772
2762,ENSMUSG00000021773
2763,ENSMUSG00000021774
2764,ENSMUSG00000021775
2765,ENSMUSG00000021779
2766,ENSMUSG00000021782
2767,ENSMUSG00000021785
2768,ENSMUSG00000021786
2769,ENSMUSG00000021789
2770,ENSMUSG00000021792
2771,ENSMUSG00000021794
2772,ENSMUSG00000021795
2773,ENSMUSG00000021796
2774,ENSMUSG00000021798
2775,ENSMUSG00000021806
2776,ENSMUSG00000021807
2777,ENSMUSG00000021809
2778,ENSMUSG00000021810
2779,ENSMUSG00000021811
2780,ENSMUSG00000021814
2781,ENSMUSG00000021815
2782,ENSMUSG00000021816
2783,ENSMUSG00000021819
2784,ENSMUSG00000021820
2785,ENSMUSG00000021822
2786,ENSMUSG00000021823
2787,ENSMUSG00000021824
2788,ENSMUSG00000021830
2789,ENSMUSG00000021831
2790,ENSMUSG00000021832
2791,ENSMUSG00000021835
2792,ENSMUSG00000021838
2793,ENSMUSG00000021840
2794,ENSMUSG00000021843
2795,ENSMUSG00000021846
2796,ENSMUSG00000021850
2797,ENSMUSG00000021866
2798,ENSMUSG00000021868
2799,ENSMUSG00000021870
2800,ENSMUSG00000021871
2801,ENSMUSG00000021872
2802,ENSMUSG00000021876
2803,ENSMUSG00000021877
2804,ENSMUSG00000021879
2805,ENSMUSG00000021880
2806,ENSMUSG00000021884
2807,ENSMUSG00000021886
2808,ENSMUSG00000021890
2809,ENSMUSG00000021891
2810,ENSMUSG00000021892
2811,ENSMUSG00000021893
2812,ENSMUSG00000021895
2813,ENSMUSG00000021900
2814,ENSMUSG00000021901
2815,ENSMUSG00000021902
2816,ENSMUSG00000021903
2817,ENSMUSG00000021904
2818,ENSMUSG00000021905
2819,ENSMUSG00000021906
2820,ENSMUSG00000021910
2821,ENSMUSG00000021911
2822,ENSMUSG00000021913
2823,ENSMUSG00000021916
2824,ENSMUSG00000021917
2825,ENSMUSG00000021918
2826,ENSMUSG00000021922
2827,ENSMUSG00000021928
2828,ENSMUSG00000021929
2829,ENSMUSG00000021930
2830,ENSMUSG00000021932
2831,ENSMUSG00000021936
2832,ENSMUSG00000021938
2833,ENSMUSG00000021939
2834,ENSMUSG00000021940
2835,ENSMUSG00000021943
2836,ENSMUSG00000021944
2837,ENSMUSG00000021945
2838,ENSMUSG00000021947
2839,ENSMUSG00000021948
2840,ENSMUSG00000021950
2841,ENSMUSG00000021951
2842,ENSMUSG00000021952
2843,ENSMUSG00000021957
2844,ENSMUSG00000021958
2845,ENSMUSG00000021959
2846,ENSMUSG00000021962
2847,ENSMUSG00000021963
2848,ENSMUSG00000021965
2849,ENSMUSG00000021967
2850,ENSMUSG00000021969
2851,ENSMUSG00000021972
2852,ENSMUSG00000021973
2853,ENSMUSG00000021974
2854,ENSMUSG00000021975
2855,ENSMUSG00000021978
2856,ENSMUSG00000021981
2857,ENSMUSG00000021982
2858,ENSMUSG00000021983
2859,ENSMUSG00000021986
2860,ENSMUSG00000021987
2861,ENSMUSG00000021990
2862,ENSMUSG00000021993
2863,ENSMUSG00000021994
2864,ENSMUSG00000021996
2865,ENSMUSG00000021998
2866,ENSMUSG00000021999
2867,ENSMUSG00000022000
2868,ENSMUSG00000022003
2869,ENSMUSG00000022008
2870,ENSMUSG00000022009
2871,ENSMUSG00000022010
2872,ENSMUSG00000022013
2873,ENSMUSG00000022014
2874,ENSMUSG00000022016
2875,ENSMUSG00000022018
2876,ENSMUSG00000022019
2877,ENSMUSG00000022020
2878,ENSMUSG00000022021
2879,ENSMUSG00000022022
2880,ENSMUSG00000022023
2881,ENSMUSG00000022024
2882,ENSMUSG00000022025
2883,ENSMUSG00000022026
2884,ENSMUSG00000022031
2885,ENSMUSG00000022032
2886,ENSMUSG00000022033
2887,ENSMUSG00000022034
2888,ENSMUSG00000022035
2889,ENSMUSG00000022037
2890,ENSMUSG00000022040
2891,ENSMUSG00000022041
2892,ENSMUSG00000022043
2893,ENSMUSG00000022048
2894,ENSMUSG00000022051
2895,ENSMUSG00000022052
2896,ENSMUSG00000022057
2897,ENSMUSG00000022064
2898,ENSMUSG00000022066
2899,ENSMUSG00000022070
2900,ENSMUSG00000022074
2901,ENSMUSG00000022075
2902,ENSMUSG00000022089
2903,ENSMUSG00000022090
2904,ENSMUSG00000022091
2905,ENSMUSG00000022092
2906,ENSMUSG00000022094
2907,ENSMUSG00000022095
2908,ENSMUSG00000022096
2909,ENSMUSG00000022098
2910,ENSMUSG00000022099
2911,ENSMUSG00000022100
2912,ENSMUSG00000022102
2913,ENSMUSG00000022103
2914,ENSMUSG00000022105
2915,ENSMUSG00000022106
2916,ENSMUSG00000022108
2917,ENSMUSG00000022109
2918,ENSMUSG00000022110
2919,ENSMUSG00000022111
2920,ENSMUSG00000022114
2921,ENSMUSG00000022119
2922,ENSMUSG00000022120
2923,ENSMUSG00000022122
2924,ENSMUSG00000022124
2925,ENSMUSG00000022125
2926,ENSMUSG00000022126
2927,ENSMUSG00000022129
2928,ENSMUSG00000022130
2929,ENSMUSG00000022131
2930,ENSMUSG00000022136
2931,ENSMUSG00000022139
2932,ENSMUSG00000022141
2933,ENSMUSG00000022142
2934,ENSMUSG00000022146
2935,ENSMUSG00000022148
2936,ENSMUSG00000022149
2937,ENSMUSG00000022150
2938,ENSMUSG00000022151
2939,ENSMUSG00000022159
2940,ENSMUSG00000022160
2941,ENSMUSG00000022174
2942,ENSMUSG00000022175
2943,ENSMUSG00000022177
2944,ENSMUSG00000022178
2945,ENSMUSG00000022179
2946,ENSMUSG00000022180
2947,ENSMUSG00000022181
2948,ENSMUSG00000022184
2949,ENSMUSG00000022185
2950,ENSMUSG00000022186
2951,ENSMUSG00000022191
2952,ENSMUSG00000022193
2953,ENSMUSG00000022194
2954,ENSMUSG00000022195
2955,ENSMUSG00000022197
2956,ENSMUSG00000022199
2957,ENSMUSG00000022200
2958,ENSMUSG00000022201
2959,ENSMUSG00000022203
2960,ENSMUSG00000022204
2961,ENSMUSG00000022205
2962,ENSMUSG00000022206
2963,ENSMUSG00000022210
2964,ENSMUSG00000022211
2965,ENSMUSG00000022214
2966,ENSMUSG00000022215
2967,ENSMUSG00000022216
2968,ENSMUSG00000022217
2969,ENSMUSG00000022218
2970,ENSMUSG00000022219
2971,ENSMUSG00000022220
2972,ENSMUSG00000022221
2973,ENSMUSG00000022223
2974,ENSMUSG00000022225
2975,ENSMUSG00000022228
2976,ENSMUSG00000022231
2977,ENSMUSG00000022234
2978,ENSMUSG00000022235
2979,ENSMUSG00000022236
2980,ENSMUSG00000022237
2981,ENSMUSG00000022240
2982,ENSMUSG00000022241
2983,ENSMUSG00000022243
2984,ENSMUSG00000022244
2985,ENSMUSG00000022246
2986,ENSMUSG00000022247
2987,ENSMUSG00000022248
2988,ENSMUSG00000022253
2989,ENSMUSG00000022255
2990,ENSMUSG00000022257
2991,ENSMUSG00000022261
2992,ENSMUSG00000022262
2993,ENSMUSG00000022263
2994,ENSMUSG00000022265
2995,ENSMUSG00000022270
2996,ENSMUSG00000022272
2997,ENSMUSG00000022280
2998,ENSMUSG00000022283
2999,ENSMUSG00000022285
3000,ENSMUSG00000022286
3001,ENSMUSG00000022292
3002,ENSMUSG00000022295
3003,ENSMUSG00000022297
3004,ENSMUSG00000022299
3005,ENSMUSG00000022300
3006,ENSMUSG00000022304
3007,ENSMUSG00000022305
3008,ENSMUSG00000022306
3009,ENSMUSG00000022307
3010,ENSMUSG00000022309
3011,ENSMUSG00000022311
3012,ENSMUSG00000022312
3013,ENSMUSG00000022313
3014,ENSMUSG00000022314
3015,ENSMUSG00000022315
3016,ENSMUSG00000022322
3017,ENSMUSG00000022323
3018,ENSMUSG00000022324
3019,ENSMUSG00000022325
3020,ENSMUSG00000022329
3021,ENSMUSG00000022332
3022,ENSMUSG00000022335
3023,ENSMUSG00000022336
3024,ENSMUSG00000022337
3025,ENSMUSG00000022338
3026,ENSMUSG00000022339
3027,ENSMUSG00000022340
3028,ENSMUSG00000022346
3029,ENSMUSG00000022347
3030,ENSMUSG00000022350
3031,ENSMUSG00000022351
3032,ENSMUSG00000022353
3033,ENSMUSG00000022354
3034,ENSMUSG00000022357
3035,ENSMUSG00000022358
3036,ENSMUSG00000022359
3037,ENSMUSG00000022360
3038,ENSMUSG00000022361
3039,ENSMUSG00000022362
3040,ENSMUSG00000022364
3041,ENSMUSG00000022365
3042,ENSMUSG00000022369
3043,ENSMUSG00000022370
3044,ENSMUSG00000022371
3045,ENSMUSG00000022372
3046,ENSMUSG00000022377
3047,ENSMUSG00000022378
3048,ENSMUSG00000022383
3049,ENSMUSG00000022385
3050,ENSMUSG00000022386
3051,ENSMUSG00000022387
3052,ENSMUSG00000022388
3053,ENSMUSG00000022389
3054,ENSMUSG00000022390
3055,ENSMUSG00000022391
3056,ENSMUSG00000022394
3057,ENSMUSG00000022400
3058,ENSMUSG00000022401
3059,ENSMUSG00000022403
3060,ENSMUSG00000022404
3061,ENSMUSG00000022407
3062,ENSMUSG00000022408
3063,ENSMUSG00000022412
3064,ENSMUSG00000022414
3065,ENSMUSG00000022415
3066,ENSMUSG00000022416
3067,ENSMUSG00000022419
3068,ENSMUSG00000022420
3069,ENSMUSG00000022421
3070,ENSMUSG00000022422
3071,ENSMUSG00000022425
3072,ENSMUSG00000022426
3073,ENSMUSG00000022427
3074,ENSMUSG00000022428
3075,ENSMUSG00000022432
3076,ENSMUSG00000022433
3077,ENSMUSG00000022434
3078,ENSMUSG00000022436
3079,ENSMUSG00000022437
3080,ENSMUSG00000022438
3081,ENSMUSG00000022439
3082,ENSMUSG00000022440
3083,ENSMUSG00000022442
3084,ENSMUSG00000022443
3085,ENSMUSG00000022445
3086,ENSMUSG00000022450
3087,ENSMUSG00000022451
3088,ENSMUSG00000022452
3089,ENSMUSG00000022453
3090,ENSMUSG00000022456
3091,ENSMUSG00000022462
3092,ENSMUSG00000022463
3093,ENSMUSG00000022464
3094,ENSMUSG00000022466
3095,ENSMUSG00000022468
3096,ENSMUSG00000022469
3097,ENSMUSG00000022471
3098,ENSMUSG00000022472
3099,ENSMUSG00000022474
3100,ENSMUSG00000022475
3101,ENSMUSG00000022476
3102,ENSMUSG00000022477
3103,ENSMUSG00000022488
3104,ENSMUSG00000022489
3105,ENSMUSG00000022494
3106,ENSMUSG00000022498
3107,ENSMUSG00000022500
3108,ENSMUSG00000022503
3109,ENSMUSG00000022504
3110,ENSMUSG00000022505
3111,ENSMUSG00000022507
3112,ENSMUSG00000022508
3113,ENSMUSG00000022512
3114,ENSMUSG00000022514
3115,ENSMUSG00000022515
3116,ENSMUSG00000022516
3117,ENSMUSG00000022517
3118,ENSMUSG00000022519
3119,ENSMUSG00000022521
3120,ENSMUSG00000022523
3121,ENSMUSG00000022526
3122,ENSMUSG00000022528
3123,ENSMUSG00000022529
3124,ENSMUSG00000022533
3125,ENSMUSG00000022534
3126,ENSMUSG00000022536
3127,ENSMUSG00000022537
3128,ENSMUSG00000022538
3129,ENSMUSG00000022540
3130,ENSMUSG00000022544
3131,ENSMUSG00000022545
3132,ENSMUSG00000022546
3133,ENSMUSG00000022550
3134,ENSMUSG00000022551
3135,ENSMUSG00000022552
3136,ENSMUSG00000022553
3137,ENSMUSG00000022554
3138,ENSMUSG00000022555
3139,ENSMUSG00000022556
3140,ENSMUSG00000022557
3141,ENSMUSG00000022558
3142,ENSMUSG00000022559
3143,ENSMUSG00000022560
3144,ENSMUSG00000022561
3145,ENSMUSG00000022562
3146,ENSMUSG00000022564
3147,ENSMUSG00000022565
3148,ENSMUSG00000022568
3149,ENSMUSG00000022570
3150,ENSMUSG00000022571
3151,ENSMUSG00000022574
3152,ENSMUSG00000022575
3153,ENSMUSG00000022579
3154,ENSMUSG00000022583
3155,ENSMUSG00000022584
3156,ENSMUSG00000022587
3157,ENSMUSG00000022594
3158,ENSMUSG00000022601
3159,ENSMUSG00000022602
3160,ENSMUSG00000022604
3161,ENSMUSG00000022607
3162,ENSMUSG00000022610
3163,ENSMUSG00000022613
3164,ENSMUSG00000022614
3165,ENSMUSG00000022615
3166,ENSMUSG00000022617
3167,ENSMUSG00000022620
3168,ENSMUSG00000022621
3169,ENSMUSG00000022623
